date,opening,Enough,Day high,Day low,volume
11/23/2018,"14,850","14,950","14,950","14,850",-
11/22/2018,"14,840","14,840","14,850","14,840",-
11/21/2018,"15,000","14,970","15,000","14,970",-
20-Nov-18,15.23,15.29,15.29,15.23,-
11/19/2018,"15,420","15,390","15,420","15,390",-
11/16/2018,"15,650",15.63,"15,650",15.63,-
11/15/2018,"15,660",15.73,15.73,"15,660",-
11/14/2018,"16,330","16,310","16,360","16,310",-
11/13/2018,"16,340","16,290","16,340","16,290",-
11/12/2018,16.81,"16,910","16,910","16,800",-
11/9/2018,16.78,16.79,16.79,16.78,-
11/8/2018,"16,650","16,640","16,660","16,640",-
7/11/2018,"16,450","16,390","16,450","16,390",-
11/6/2018,"16,990","16,990",17.01,"16,990",-
05.11.2018,"16,540","16,540","16,570","16,540",-
11/2/2018,"16,600","16,650","16,650","16,600",-
11/1/2018,"16,560","16,500","16,560","16,500",-
31-Oct-18,"16,250","16,310","16,310",16.23,-
10/30/2018,15.91,"15,920","15,920",15.91,-
29-Oct-18,"15,900","15,900","15,900","15,900",-
10/26/2018,"16,140","16,330","16,330","16,140",-
10/25/2018,16.11,"16,080",16.11,16.06,-
24-Oct-18,17.02,17.07,17.07,17.01,-
23.10.2018,17.31,17.32,17.32,17.31,-
10/22/2018,17.69,"17,680",17.69,"17,580",40
19-Oct-18,"17,650","17,550","17,650","17,550",-
18-Oct-18,"17,490",17.53,17.53,"17,440",-
17-Oct-18,17.35,"17,450","17,450",17.32,-
16-Oct-18,17.07,17.11,"17,560",17.07,119
15-Oct-18,17.22,"17,150",17.23,"17,150",-
12-Oct-18,"17,170",17.22,17.22,"17,130",-
11-Oct-18,"17,670",17.72,17.72,"17,670",-
10/10/2018,"18,270","18,310","18,310","18,270",-
09.10.2018,"18,050",18.11,18.11,"18,030",-
8/10/2018,"18,650","18,200",18.74,"18,200",267
05.10.2018,"18,240","18,240",19.11,"18,240",20th
04.10.2018,"18,050","18,070","18,070","18,030",-
2-Oct-18,"18,000","17,960","18,000","17,960",-
1-Oct-18,17.77,17.83,17.83,17.77,-
9/28/2018,"17,490","17,500","17,520","17,490",-
9/27/2018,"17,480",17.78,17.78,17.39,-
9/26/2018,"17,900","17,880","17,930","17,880",-
9/25/2018,17.75,17.75,17.75,17.75,-
9/24/2018,"18,300","18,300","18,300","18,300",-
9/21/2018,"17,800","17,800","17,800","17,800",-
9/20/2018,17.43,17.43,17.43,17.43,-
19.09.2018,"17,130","17,130","17,130","17,130",-
18-Sep-18,"16,450","16,450","16,450","16,450",-
9/17/2018,16.23,16.23,16.23,16.23,-
14.09.2018,15.83,15.83,15.83,15.83,-
9/13/2018,15.89,15.89,15.89,15.89,-
9/12/2018,15.63,15.63,15.63,15.63,-
9/11/2018,15.71,15.71,15.71,15.71,-
9/10/2018,"15,960","15,960","15,960","15,960",-
07.09.2018,"15,450","15,450","15,450","15,450",-
9/6/2018,"15,320","15,320","15,320","15,320",-
05.09.2018,"15,600","15,600","15,600","15,600",-
04.09.2018,"15,860","15,860","15,860","15,860",-
03.09.2018,15.89,15.89,15.89,15.89,-
8/31/2018,"15,980","15,980","15,980","15,980",-
8/30/2018,15.89,15.89,15.89,15.89,-
8/29/2018,"16,050","16,050","16,050","16,050",-
8/28/2018,"15,870","15,870","15,870","15,870",-
8/27/2018,"15,950","15,950","15,950","15,950",-
8/24/2018,15.77,15.77,15.77,15.77,-
8/23/2018,0,15.69,0,0,-
8/22/2018,0,15.77,0,0,-
8/21/2018,15.78,15.78,15.78,15.78,-
8/20/2018,"15,930","15,930","15,930","15,930",-
8/17/2018,15.73,15.73,15.73,15.73,-
8/16/2018,"15,440","15,470","15,470","15,440",-
8/15/2018,"15,450","15,450","15,450","15,450",-
8/14/2018,"15,460","15,460","15,460","15,460",-
8/13/2018,"16,200","16,200","16,200","16,200",247
8/10/2018,16.02,16.02,16.02,16.02,-
8/9/2018,"16,310","16,310","16,310","16,310",-
8/8/2018,"16,420","16,420","16,420","16,420",-
8/7/2018,"16,440","16,440","16,440","16,440",-
8/6/2018,"16,190","16,190","16,190","16,190",-
8/3/2018,"16,300","16,300","16,300","16,300",-
8/2/2018,16.73,16.73,16.73,16.73,-
8/1/2018,16.61,16.61,16.61,16.61,-
7/31/2018,15.79,15.79,15.79,15.79,-
7/30/2018,"16,390","16,390","16,390","16,390",-
7/27/2018,"16,550","16,550","16,550","16,550",-
7/26/2018,"16,330","16,330","16,330","16,330",-
25-Jul-18,"16,150","16,150","16,150","16,150",-
7/24/2018,"16,160","16,160","16,160","16,160",-
7/23/2018,15.78,15.78,15.78,15.78,-
7/20/2018,"14,960","14,960","14,960","14,960",-
7/19/2018,"15,360","15,360","15,360","15,360",-
18-Jul-18,15.07,15.07,15.07,15.07,-
7/17/2018,14.91,14.91,14.91,14.91,-
16-Jul-18,15.11,15.11,15.11,15.11,-
7/13/2018,14.82,14.82,14.82,14.82,-
7/12/2018,"14,660","14,660","14,660","14,660",-
7/11/2018,"14,700","14,700","14,700","14,700",-
7/10/2018,"14,930","15,660","15,660","14,930",14th
7/9/2018,14.71,14.71,14.71,14.71,-
7/6/2018,14.62,14.62,14.62,14.62,-
7/5/2018,"14,440","14,440","14,440","14,440",-
4/7/2018,"14,670","14,670","14,670","14,670",-
7/3/2018,14.74,14.74,14.74,14.74,-
7/2/2018,14.81,14.81,14.81,14.81,-
6/29/2018,"14,940","14,940","14,940","14,940",-
6/28/2018,15.13,15.13,15.13,15.13,-
6/27/2018,"15,150","15,150","15,150","15,150",-
6/26/2018,15.16,15.16,15.16,15.16,-
25-Jun-18,15.05,15.05,15.05,15.05,-
6/22/2018,14.91,"15,340","15,340",14.91,-
21-Jun-18,"15,180","15,180","15,180","15,180",-
20-Jun-18,15.28,15.28,15.28,15.28,-
6/19/2018,"15,500","15,500","15,500","15,500",-
6/18/2018,15.51,"15,500",15.51,"15,500",-
15-Jun-18,"15,900","15,900","15,900","15,900",-
6/14/2018,15.76,15.76,15.76,15.76,-
6/13/2018,15.83,15.83,15.83,15.83,-
6/12/2018,"15,850","15,850","15,850","15,850",-
6/11/2018,"15,980","15,980","15,980","15,980",-
6/8/2018,16.11,16.11,16.11,16.11,-
07.06.2018,"15,920","15,920","15,920","15,920",-
6/6/2018,15.84,15.84,15.84,15.84,-
6/5/2018,"15,970","15,970","15,970","15,970",-
04.06.2018,16.01,16.01,16.01,16.01,-
01.06.2018,15.74,"16,130","16,130",15.72,-
31-May-18,15.72,15.72,15.72,15.72,-
5/30/2018,15.78,15.78,15.78,15.78,-
5/29/2018,16.06,16.06,16.06,16.06,-
28-May-18,16.07,16.07,16.07,16.07,-
5/25/2018,"16,160","16,160","16,160","16,160",-
24-May-18,"16,300","16,300","16,300","16,300",-
23-May-18,"16,540","17,470","17,470","16,540",287
22-May-18,"16,690","16,440","16,690","16,440",301
18-May-18,17.3,17.3,17.3,17.3,-
5/17/2018,"17,130","17,130","17,130","17,130",-
16-May-18,16.84,16.84,16.84,16.84,-
5/15/2018,"16,380","16,370","16,380","16,370",-
14-May-18,"16,140",16.06,16.85,16.06,360
5/11/2018,16.06,"16,050",16.09,"16,050",-
5/10/2018,16.06,"16,050",16.06,"16,050",-
5/9/2018,"16,040","15,980","16,050","15,980",-
5/8/2018,"16,050","16,140","16,140","16,050",-
7/5/2018,"15,930","15,970","15,970","15,920",-
5/4/2018,"16,690","16,580","16,690","16,400",-
5/3/2018,16.23,"16,510",16.61,16.23,-
"May 2nd, 2018","16,170",16.21,16.21,"16,170",-
4/30/2018,"16,120","16,500","16,500","16,120",-
4/27/2018,16.11,"16,140","16,160",16.11,-
4/26/2018,"16,240","16,290","16,290","16,200",-
4/25/2018,16.09,"16,160","16,160",16.09,-
4/24/2018,16.09,"16,080","16,160","16,080",-
4/23/2018,15.91,15.91,"15,960",15.91,-
20-Apr-18,"15,250","15,350","15,350","15,250",-
19-Apr-18,"14,970","14,980","14,980","14,960",-
18-Apr-18,"14,840",14.83,"14,840",14.83,-
4/17/2018,14.81,"14,850","14,850","14,800",-
4/16/2018,"14,980","14,920","14,980","14,920",-
4/13/2018,"14,990","14,980","14,990","14,940",-
4/12/2018,"14,870","14,850","14,870","14,840",-
4/11/2018,"14,980","14,990","14,990","14,980",-
4/10/2018,"14,860",14.76,"14,870",14.76,-
4/9/2018,"14,700",14.62,"14,700",14.62,-
4/6/2018,"14,590","14,550","14,590","14,540",-
4/5/2018,"14,590","14,550","14,590","14,550",-
4/4/2018,"14,480","14,440","14,490","14,440",-
4/3/2018,"14,460","14,440","14,460","14,430",-
29-Mar-18,"14,550","14,590","14,590","14,550",-
28.03.2018,"14,480","14,580","14,600","14,480",-
3/27/2018,"14,690",14.82,14.82,"14,690",-
3/26/2018,"14,480","14,430","14,490","14,430",-
3/23/2018,14.81,14.81,14.82,14.81,-
22-Mar-18,"15,170",15.31,15.31,15.16,-
3/21/2018,15.61,15.63,15.63,15.61,-
20-Mar-18,"15,200",15.27,15.27,"15,200",-
3/19/2018,15.21,15.12,15.21,15.12,-
16-Mar-18,15.16,"15,170","15,170",15.16,-
3/15/2018,15.11,"15,170","15,170",15.11,-
14.03.2018,"15,180",15.27,15.27,"15,180",-
13-Mar-18,15.16,15.12,15.16,"15,100",-
3/12/2018,"15,300",15.31,15.31,"15,300",-
09.03.2018,"15,000","14,950","15,000","14,950",-
3/8/2018,"14,960",15.01,15.01,"14,950",-
07.03.2018,"14,990","14,960","14,990","14,960",-
3/6/2018,15.06,15.01,15.12,15.01,-
05.03.2018,15.23,15.12,15.23,15.12,-
02.03.2018,15.26,15.27,15.29,15.26,-
01.03.2018,"15,590","15,570","15,600","15,570",248
2/28/2018,"15,970",16.06,16.06,"15,970",-
2/27/2018,"16,100","16,120","16,120",16.07,-
2/26/2018,"15,870",15.84,"15,880",15.84,-
2/23/2018,16.03,"16,100","16,100",16.03,-
2/22/2018,"15,980",16.01,16.01,"15,980",-
2/21/2018,15.81,"15,850","15,850",15.81,-
2/20/2018,"16,260","16,270","16,270","16,250",-
19-Feb-18,"16,390","16,410","16,410","16,380",-
2/16/2018,"16,170","16,240","16,240","16,160",-
2/15/2018,"16,100",16.09,"16,100","16,080",-
2/14/2018,"15,330",15.69,15.73,"15,330",450
2/13/2018,"15,520","15,540","15,570","15,520",-
2/12/2018,16.03,16.06,16.06,16.03,-
2/9/2018,15.63,15.72,15.72,15.61,-
2/8/2018,"16,120",16.23,16.23,"16,120",-
07.02.2018,"16,120","16,220","16,220","16,120",-
2/6/2018,"15,990","16,000","16,000","15,940",-
2/5/2018,16.87,"16,910","16,910",16.86,-
2/2/2018,"16,800",16.78,16.81,16.78,250
2/1/2018,16.78,"16,690",16.78,"16,690",-
31-Jan-18,"16,570","16,500","16,570","16,500",-
1/30/2018,"17,000","16,910","17,000","16,910",-
1/29/2018,"17,200",17.3,17.3,"17,200",-
1/26/2018,"17,000","17,100","17,100","17,000",-
1/25/2018,17.3,17.3,"17,400",17.3,-
1/24/2018,"17,600","17,600","17,600","17,600",-
1/23/2018,"17,800","17,900","17,900","17,800",-
1/22/2018,"17,900","17,900","17,900","17,900",-
1/19/2018,"17,900","17,900","17,900","17,900",-
18-Jan-18,"17,500","17,500","17,500","16,700",250
17-Jan-18,"17,800","17,800","17,800","17,800",-
16-Jan-18,"17,900","17,900","17,900","17,900",-
15-Jan-18,"18,000","18,000","18,000","17,900",-
1/12/2018,"18,000","17,900","18,000","17,900",-
11/1/2018,"18,100","18,100","18,400","18,100",400
1/10/2018,"18,000","18,000","18,100","18,000",350
9/1/2018,"17,400","17,200","17,500","17,200",563
1/8/2018,"17,400","17,800","17,800","17,400",-
5/1/2018,17.3,"17,000",17.3,"17,000",-
4/1/2018,17.3,"17,200",17.3,"17,200",-
3/1/2018,"17,200","17,200","17,200","17,200",-
2/1/2018,"16,900","17,200","17,200","16,900",-
29-Dec-17,16.917,16.893,16.917,16.893,-
28-Dec-17,"16,946",16.915,"16,956",16.915,-
27-Dec-17,17.222,"17,184",17.226,"17,184",-
12/22/2017,17.419,17.38,17.429,17.38,60
21-Dec-17,17.417,17.421,17.421,17.392,-
20-Dec-17,17.665,17.545,17.665,17.545,-
19-Dec-17,17.364,17.27,17.364,17.27,-
18-Dec-17,17.388,17.381,17.388,17.354,-
15-Dec-17,"16,944","16,908","16,949","16,908",-
14-Dec-17,17.015,"17,100","17,100","16,997",-
12/13/2017,17.276,17.312,17.312,17.276,-
12/12/2017,17.391,17.43,17.43,17.39,-
11-Dec-17,17.246,17.23,17.246,17.23,-
8-Dec-17,17.265,17.256,17.269,17.256,-
07.12.2017,17.209,"17,189",17.211,"17,186",-
06.12.2017,17.027,17.085,17.085,17.027,-
05.12.2017,"16,971",17.01,17.023,"16,970",-
04.12.2017,16.878,16.915,16.915,16.877,-
1-Dec-17,16.812,"16,921","16,921",16.812,-
11/30/2017,"16,905",16.786,"16,924",16.786,-
11/29/2017,16.716,16.654,16.716,16.654,-
11/28/2017,16.215,16.268,16.268,16.215,-
11/27/2017,16.288,16.355,16.355,16.288,-
11/24/2017,"16,315",16.206,"16,315",16.196,-
11/23/2017,16.882,16.844,16.882,16.844,-
11/22/2017,"16,479",16.501,16.501,"16,469",-
11/21/2017,16.248,"16,270","16,270","16,242",-
11/20/2017,15.984,15.931,15.984,15.931,-
11/17/2017,15.753,15.838,15.838,15.753,-
11/16/2017,15.76,15.808,15.828,15.757,-
11/15/2017,"15,590",15.606,15.606,"15,581",-
11/14/2017,15.356,15.221,15.356,15.221,-
11/13/2017,"15,430",15.391,"15,435",15.391,-
11/10/2017,15.676,15.668,15.682,15.668,-
9/11/2017,"15,870",15.834,"15,899",15.834,-
11/8/2017,15.815,15.851,15.851,15.805,-
7/11/2017,16.026,16.066,16.066,16.026,-
11/6/2017,15.897,15.973,15.973,15.897,-
3/11/2017,"16,509","16,547","16,547","16,509",-
11/2/2017,16.165,"16,151",16.169,"16,151",-
11/1/2017,16.052,"16,061","16,061","16,049",-
10/30/2017,"16,211",16.274,16.274,16.199,-
27-Oct-17,"16,134",16.273,16.273,"16,134",-
10/26/2017,15.814,"15,954","15,954",15.796,-
10/25/2017,15.748,15.779,15.806,15.748,-
24-Oct-17,15.751,15.664,15.751,15.664,-
23.10.2017,"15,698",15.749,15.749,15.694,-
20-Oct-17,15.353,15.358,15.358,"15,342",-
19-Oct-17,"15,350",15.369,15.431,"15,350",-
18-Oct-17,15.271,15.179,15.297,15.179,-
10/17/2017,"15,382",15.409,15.409,15.378,-
10/16/2017,15.402,15.415,"15,430",15.402,-
13-Oct-17,15.098,15.13,15.13,15.098,-
12-Oct-17,15.054,15.073,15.073,15.054,-
10/11/2017,"15,340","16,081","16,081","15,332",64
10/10/2017,15.299,"15,340",16.105,15.299,31
09.10.2017,15.671,15.656,15.671,15.656,-
06.10.2017,"15,321","15,312","15,321","15,312",-
05.10.2017,"14,959",15.01,15.01,14.941,-
04.10.2017,15.116,15.129,15.163,15.116,-
2-Oct-17,15.031,15.123,15.123,15.031,-
9/29/2017,"14,921","14,877","14,921","14,877",-
9/28/2017,"14,904","14,950",14.971,"14,904",-
9/27/2017,14.604,14.618,14.618,14.604,-
9/26/2017,14.255,14.281,14.296,14.255,-
9/25/2017,14.077,14.218,14.218,14.077,-
9/22/2017,14.117,14.117,14.117,14.085,-
9/21/2017,"14,197",14.164,14.21,14.164,-
9/20/2017,14.032,14.055,14.055,14.032,-
9/19/2017,"13,922",13.945,13.945,"13,891",-
9/18/2017,"13,829",13.777,"13,829",13.777,-
9/15/2017,13.638,"13,527",13.638,"13,527",-
9/14/2017,"13,551","13,551","13,551","13,551",-
9/13/2017,"13,435","13,449","13,449","13,434",-
9/12/2017,"13,323",13.258,"13,323",13.258,-
9/11/2017,13.003,"12,950",13.003,"12,950",-
9/8/2017,"12,813","12,863","12,867",12.807,-
07.09.2017,"12,998",12.976,13.003,"12,953",-
9/6/2017,"13,064",13.029,"13,064",13.029,-
05.09.2017,"13,168",13.203,13.203,"13,168",-
04.09.2017,"13,231","13,221",13.236,"13,221",-
9/1/2017,"13,248",13.245,13.257,"13,240",-
8/31/2017,"13,243","13,262","13,262",13.207,-
8/30/2017,"13,072","13,064","13,072",13.057,-
8/29/2017,"13,151",13.107,"13,160",13.107,-
8/28/2017,"13,328","13,270","13,330","13,270",-
8/25/2017,"13,523","13,471","13,523","13,471",-
8/24/2017,"13,522","13,454","13,522","13,454",-
8/23/2017,"13,575","13,541","13,575","13,531",-
8/22/2017,"13,589","13,597","13,598","13,585",-
8/21/2017,"13,661",13.609,13.663,13.609,-
8/18/2017,"13,848","13,908","13,908","13,848",-
8/17/2017,14.114,"14,150","14,150",14.114,-
8/16/2017,"14,197",14.214,14.214,"14,174",-
8/15/2017,14.216,14.224,14.224,14.202,-
8/14/2017,"14,147","14,182","14,182",14.126,-
8/11/2017,14.853,14.828,14.883,14.828,-
8/10/2017,"14,434",14.508,14.508,"14,434",-
8/9/2017,"14,557",14.606,14.642,"14,557",-
8/8/2017,"14,444","14,534","14,534","14,444",-
8/7/2017,"14,524","14,490","14,524","14,482",-
8/4/2017,"14,449","14,471","14,471","14,416",-
8/3/2017,"14,426","14,481","14,481","14,426",-
8/2/2017,"14,435","14,436","14,436",14.39,-
8/1/2017,14.634,14.608,14.634,"14,583",-
7/31/2017,"14,514",14.386,"14,514",14.386,-
7/28/2017,"14,496",14.459,14.501,14.459,-
7/27/2017,"14,541","14,533","14,541","14,515",-
7/26/2017,14.609,"14,589",14.625,"14,589",-
25-Jul-17,14.636,"14,516",14.642,"14,509",-
7/24/2017,14.612,"14,647",14.663,14.612,-
7/21/2017,14.779,14.858,14.858,14.779,-
7/20/2017,"14,994",14.913,"14,998",14.913,-
7/19/2017,14.972,15.039,15.039,14.972,-
7/18/2017,"15,089",15.096,15.099,"15,089",-
7/17/2017,15.734,15.691,15.756,15.691,-
7/14/2017,15.394,"15,398","15,398",15.358,-
7/13/2017,15.269,15.291,"15,329",15.266,-
7/12/2017,15.526,15.634,15.634,15.526,-
7/11/2017,"15,547","15,519","15,562","15,519",-
7/10/2017,"15,598",15.654,15.654,"15,598",-
7/7/2017,15.682,15.637,15.682,15.637,-
7/6/2017,"15,572",15.508,"15,583",15.508,-
7/5/2017,15.635,15.71,15.71,15.635,-
4/7/2017,"15,524",15.503,"15,524",15.493,-
7/3/2017,15.386,"15,337","15,399","15,337",-
6/30/2017,15.506,"15,500",15.513,15.493,-
6/29/2017,15.338,15.277,15.338,15.265,-
6/28/2017,"15,067",15.107,15.164,"15,067",-
6/27/2017,"15,548",15.002,"15,548",15.002,-
6/26/2017,"15,572",15.507,"15,573","15,414",-
6/23/2017,15.722,15.672,15.722,15.672,-
6/22/2017,15.744,"15,700",15.744,15.674,-
21-Jun-17,15.915,15.883,15.933,15.883,-
6/20/2017,15.916,"15,942","15,942",15.916,-
6/19/2017,15.84,"15,562",15.84,"15,562",-
6/16/2017,16.004,15.969,16.004,15.859,-
6/15/2017,15.788,15.779,15.788,15.779,-
6/14/2017,"16,077",15.934,"16,077",15.629,-
6/13/2017,16.245,16.212,16.245,"16,174",-
6/12/2017,"16,189",16.117,"16,190",16.114,-
6/9/2017,15.945,"15,591",15.945,"15,591",-
6/8/2017,"15,432","15,412",15.651,"15,412",-
07.06.2017,15.345,15.371,15.371,15.295,-
6/6/2017,"15,324","15,342",15.354,"15,324",-
6/2/2017,"15,518","15,538","15,562","15,518",-
6/1/2017,"14,899",14.661,14.912,14.661,-
5/31/2017,"14,939",14.887,"14,939",14.887,-
5/30/2017,"14,924",14.838,"14,924",14.838,-
5/29/2017,"14,862",14.807,"14,862",14.791,-
5/26/2017,14.793,14.81,14.81,14.681,-
5/25/2017,"14,699",14.675,"14,699",14.33,-
24-May-17,14.745,14.748,14.752,14.745,-
5/23/2017,14.671,14.62,14.671,14.373,-
5/22/2017,14.737,"14,704",14.773,14.686,124
5/19/2017,14.783,"14,544",14.783,"14,544",-
18-May-17,14.112,14.348,14.348,14.061,-
5/17/2017,"14,899","14,898","14,899","14,898",-
16-May-17,15.506,15.401,15.508,15.401,-
5/15/2017,15.325,15.825,15.825,15.325,316
5/12/2017,15.854,15.808,15.915,15.808,-
5/11/2017,15.928,16.129,16.129,15.895,100
5/10/2017,15.993,15.934,15.993,15.934,-
5/9/2017,16.07,15.733,16.073,15.733,-
5/8/2017,16.203,16.173,16.203,16.116,-
5/5/2017,15.679,"15,579",15.719,"15,579",-
5/4/2017,15.623,"15,680","15,680","15,564",-
5/3/2017,15.806,15.797,15.806,15.776,-
5/2/2017,15.836,"15,800",15.836,"15,680",-
4/28/2017,15.72,15.628,15.72,15.628,-
4/27/2017,"15,900",15.919,15.919,15.863,-
4/26/2017,15.947,"15,996","15,996","15,930",-
4/25/2017,15.919,"15,552",15.919,"15,552",-
4/24/2017,15.355,15.395,15.395,15.134,-
4/21/2017,"15,500","15,596","15,596","15,500",-
4/20/2017,"15,426","15,440","15,440",15.134,44
4/19/2017,15.405,15.297,15.405,"15,062",-
4/18/2017,"15,564","15,461","15,564","15,461",-
4/13/2017,15.619,"15,579",15.619,15.516,-
4/12/2017,15.914,"15,929","15,929","15,650",-
4/11/2017,16.055,"15,970",16.055,"15,970",-
4/10/2017,15.945,"15,954",15.961,15.938,-
4/7/2017,15.765,15.691,15.835,15.691,-
4/6/2017,15.839,"15,499",15.839,"15,499",-
4/5/2017,16.018,15.927,"16,040",15.927,-
4/4/2017,"16,062",16.076,"16,156","16,062",-
4/3/2017,"16,250",16.223,"16,250",16.127,-
31-Mar-17,16.871,"16,550","16,946","16,000","1,396"
3/30/2017,"16,942","16,899","16,971","16,642",385
3/29/2017,"16,926",16.973,16.987,16.769,-
3/28/2017,17.234,17.234,17.234,17.234,-
3/27/2017,"16,966",16.609,"16,966",16.609,100
24-Mar-17,"17,479","17,479","17,479","17,479",-
3/23/2017,17.221,17.221,17.221,17.221,-
3/22/2017,17.127,17.127,17.127,17.127,-
3/21/2017,18.094,18.094,18.094,18.094,-
3/20/2017,"18,413","18,425","18,425","18,413",-
3/17/2017,"18,426",18.299,"18,426",18.276,124
16-Mar-17,18.497,"18,530","18,530",18.497,-
3/15/2017,18.791,"19,041",19.064,18.791,787
3/14/2017,"18,905",18.645,"18,905","18,561",264
3/13/2017,18.901,18.611,18.901,18.611,-
3/10/2017,19.227,19.108,19.227,19.108,345
09.03.2017,"18,823",18.696,"18,823",18.696,-
3/8/2017,18.727,"18,592",18.728,"18,592",-
07.03.2017,"18,487","18,487","18,492","18,487",-
3/6/2017,"18,494","18,481","18,494","18,469",-
3/3/2017,"18,842",18.732,"18,842",18.732,-
02.03.2017,"18,830",18.804,"18,830","18,451",-
3/1/2017,"18,162","18,047",18.167,"18,047",-
2/28/2017,17.789,17.809,17.814,17.789,-
2/27/2017,"17,862",17.769,"17,862",17.769,-
2/24/2017,18.258,"18,352","18,352",18.258,-
2/23/2017,"18,500","18,556","18,556","18,500",-
2/22/2017,18.749,18.857,18.857,18.749,266
2/21/2017,"18,579","18,557",18.623,"18,557",-
2/20/2017,"18,422","18,416","18,422","18,394",-
2/17/2017,"18,416","18,577","18,577","18,414",-
2/16/2017,"18,586","18,600","18,600","18,586",-
2/15/2017,"18,443","18,418","18,470","18,418",-
2/14/2017,17.731,17.659,17.731,17.659,-
2/13/2017,17.797,17.797,17.797,17.764,-
2/10/2017,17.825,"17,998","17,998",17.825,20th
2/9/2017,17.339,17.167,17.339,17.167,-
2/8/2017,"17,519","17,549",17.601,17.517,-
07.02.2017,"17,534",17.433,"17,538",17.433,-
2/6/2017,"17,480","17,579","17,579","17,476",25th
2/3/2017,17.314,17.229,17.325,17.229,-
2/2/2017,17.07,17.03,17.071,17.03,-
2/1/2017,16.967,"16,971","16,971","16,937",-
31-Jan-17,17.018,16.774,17.018,16.774,-
1/30/2017,17.033,17.026,17.056,17.025,-
1/27/2017,17.086,17.057,17.086,17.055,-
1/26/2017,"17,180",17.129,"17,180",17.129,-
1/25/2017,"16,392",16.306,"16,393",16.306,-
1/24/2017,16.212,16.167,16.215,16.167,-
1/23/2017,16.713,"16,750","16,750","16,685",-
1/20/2017,"16,902",16.778,"16,902",16.778,-
1/19/2017,"16,544","16,442","16,544","16,442",-
18-Jan-17,16.228,16.203,16.228,16.203,-
17-Jan-17,16.223,"16,222",16.228,"16,222",-
16-Jan-17,16.403,16.386,16.403,16.386,-
1/13/2017,"16,437",16.407,"16,437",16.407,-
1/12/2017,"16,415",16.282,"16,452",16.282,-
11/1/2017,16.292,"16,332","16,332",16.292,-
10/1/2017,"16,400",16.293,"16,400",16.129,291
9/1/2017,"16,400","16,400","16,400","16,400",-
1/6/2017,"16,549","16,900","16,900",16.507,905
5/1/2017,16.716,"16,599",16.72,"16,599",601
4/1/2017,16.157,"16,540","16,540",16.157,"1,212"
3/1/2017,"15,554",15.627,"15,847","15,554",-
2/1/2017,15.78,"15,704",15.78,"15,704",-
12/30/2016,15.861,15.795,15.861,15.795,-
12/29/2016,16.008,15.973,16.013,15.973,-
12/28/2016,15.918,16.027,16.027,15.918,-
12/27/2016,16.005,"15,952",16.005,"15,952",-
12/23/2016,16.051,16.008,16.051,16.008,-
12/22/2016,16.011,16.016,16.016,16.001,-
21-Dec-16,16.221,16.173,"16,240",16.173,-
20-Dec-16,"16,369","16,362","16,369","16,337",-
19-Dec-16,16.782,"16,671",16.797,"16,671",-
16-Dec-16,16.77,16.813,16.813,16.77,-
12/15/2016,16.193,"16,578","16,578",16.161,220
12/14/2016,"16,448",16.457,"16,495","16,448",-
12/13/2016,"16,468",16.459,"16,474",16.459,-
12/12/2016,"16,548",16.508,"16,548","16,478",-
12/9/2016,"16,476","16,485","16,487","16,476",-
8-Dec-16,15.935,"16,389","16,389",15.926,-
07.12.2016,15.909,15.932,15.932,15.909,-
6-Dec-16,15.773,15.814,15.814,15.759,-
05.12.2016,15.827,"15,383",15.827,"15,383",-
02.12.2016,15.901,15.944,15.973,15.901,-
1-Dec-16,15.663,"15,594",15.663,"15,594",-
11/30/2016,15.221,15.216,15.226,15.216,-
11/29/2016,"15,546",15.381,"15,546",15.381,-
11/28/2016,15.72,"15,703",15.72,15.646,-
11/25/2016,15.456,"15,538","15,544",15.456,-
11/24/2016,"15,800",15.684,"15,800",15.684,-
11/23/2016,15.818,15.478,15.855,15.478,-
11/22/2016,15.79,15.829,15.829,15.782,-
11/21/2016,"15,574",15.813,15.833,"15,574",-
11/18/2016,"15,590","15,578","15,597","15,578",-
11/17/2016,15.77,15.741,15.77,15.741,-
11/16/2016,15.771,15.77,15.771,15.681,-
11/15/2016,15.101,15.018,15.101,15.018,-
11/14/2016,15.182,15.172,15.215,15.172,-
11/11/2016,14.778,14.83,"14,850",14.769,-
11/10/2016,13.727,"13,594",13.732,"13,594",-
11/9/2016,"12,174","12,199",12.225,"12,158",-
11/8/2016,13.029,"12,923",13.029,"12,923",-
7/11/2016,"12,866","12,874","12,885",12.865,-
4/11/2016,12.859,12.833,"12,874",12.833,-
3/11/2016,13.264,"13,241","13,270","13,241",-
11/2/2016,"13,148","13,186","13,186","13,145",-
11/1/2016,"13,428","13,386","13,428","13,386",-
10/31/2016,"13,366","13,318","13,373","13,318",-
10/28/2016,"13,339",13.264,"13,339",13.264,-
10/27/2016,12.971,12.724,12.971,12.724,-
10/26/2016,12.975,12.969,12.975,"12,939",-
10/25/2016,12.963,12.978,12.983,12.963,-
24-Oct-16,"13,041","12,962","13,041","12,962",-
10/21/2016,12.966,13.029,"13,037",12.966,-
10/20/2016,12.754,"12,956",12.964,12.754,-
19-Oct-16,12.775,12.845,12.845,12.728,-
18-Oct-16,12.603,"12,843","12,843",12.601,-
10/17/2016,"12,537","12,567","12,567","12,537",-
10/14/2016,"12,389","12,436","12,436","12,389",-
