X,Y
28.799999,28.985001
29.445,29.445
29.7075,29.7075
29.9575,30.615
30.577499,31.352501
32.09,32.662498
32,33.875
34.327499,35.625
34.6875,34.6875
34,32
31.950001,31.950001
30.952499,30.952499
30.879999,31.875
30.635,30.635
29.745001,31.125
31.2125,30.737499
32.297501,32.297501
31.885,31.885
33.482498,34.362499
31.025,31.012501
32.119999,33
32.462502,32.462502
34.02,34.02
33.5,33.447498
32.6325,32.6325
30.182501,30.182501
28.827499,28.827499
28.045,28.045
26.82,26.25
26.9925,26.9925
27.7775,27.7775
27.8475,27.8475
26.6525,26.6525
26.885,26.875
26.877501,26.475
25.75,25.75
25.147499,25.200001
25.2125,25.2125
25.535,25.535
26.2575,26.2575
25.135,25.135
25.522499,25.522499
25.129999,25.129999
26.014999,26.014999
25.672501,25.672501
24.9925,24.9925
24.9575,24.875
24.6325,24.6325
25.2425,25.2425
25.122499,25.122499
25.057501,25.057501
25.8675,25.8675
26.275,26.245001
25.657499,25.705
25.059999,25.077499
24.959999,24.959999
24.014999,23.9825
23.9925,23.9925
24.629999,24.557501
24.2775,24.2775
24.3675,24.3675
24.325001,24.325001
25.059999,25.059999
25.24,25.195
25.139999,25.139999
24.997499,24.997499
24.7325,24.7325
24.870001,24.7325
24.32,24.32
25.58,25.58
24.959999,24.959999
24.85,24.85
24.9,24.9
24.92,24.92
24.559999,24.559999
24.84,24.84
24.82,24.82
24.65,24.65
25.200001,25.200001
24.059999,24.059999
24.540001,24.540001
24.98,24.98
24.41,24.41
23.15,23.15
23.129999,23.09
23.15,23.15
23.540001,23.08
22.870001,22.870001
23.41,23.41
23.040001,23.040001
22.360001,22.360001
22.42,22.42
22.450001,22.450001
22.200001,22.200001
22.299999,22.299999
22.200001,22.200001
21.6,21.6
21.66,21.66
21.145,21.145
21.145,21.145
21.790001,21.790001
22.35,22.35
22.82,22.82
22.879999,22.879999
23.07,23.07
22.995001,22.995001
24.215,24.215
23.26,23.26
23.915001,23.915001
23.59,23.59
23.51,23.51
23.49,23.49
23.440001,23.440001
23.525,23.525
23.639999,23.639999
22.66,22.66
22.48,22.48
21.84,21.924999
22.33,22.33
22.1,22.1
21.665001,21.665001
21.535,21.535
22.18,22.18
22.51,22.51
23.08,23.08
22.665001,22.665001
22.775,22.775
23.094999,23.094999
23.389999,23.389999
23.51,23.51
23.565001,23.565001
22.065001,22.110001
21.584999,21.584999
21.295,21.295
20.795,20.795
20.264999,20.264999
20.780001,20.780001
20.754999,20.754999
20.559999,20.549999
20.65,20.665001
20.91,20.975
20.605,20.625
20.879999,20.955
21.66,21.610001
21.584999,21.684999
22.075001,22.075001
21.865,21.865
21.975,21.799999
21.139999,21.139999
21.290001,21.290001
21.209999,21.209999
21.120001,21.120001
20.709999,20.709999
20.940001,20.940001
20.445,20.445
20.82,20.82
20.65,20.65
21.6,21.6
21.4,21.4
22,22
21.799999,21.799999
21.4,21.4
21.200001,21.200001
21.23,21.23
20.799999,20.799999
20.6,20.6
20.195,20.195
20.635,20.635
20.01,20.01
20.209999,20.209999
20.559999,20.559999
20.27,20.27
19.716,19.716
19.216,19.216
19.285999,19.792
18.958,18.958
19.202,19.202
18.598,18.624001
18.837999,18.837999
18.403999,18.403999
18.662001,18.662001
18.676001,18.676001
18.666,18.666
18.74,18.74
18.732,18.732
18.653999,18.653999
18.115999,18.115999
18.35,18.35
19.886,19.886
19.072001,19.072001
18.718,18.718
18.962,18.959999
20.08,20.08
20.285,20.285
20.705,21.245001
20.855,20.855
20.905001,20.905001
20.65,20.65
20.815001,20.815001
20.785,20.785
20.969999,20.969999
20.995001,20.995001
21.225,21.225
21.809999,21.809999
22.030001,22.030001
22.084999,22.084999
21.66,21.66
22.055,22.055
21.76,21.76
22.08,22.08
22.25,22.25
22.445,22.445
22.045,22.045
22.094999,22.094999
22,22
21.934999,21.934999
21.725,21.725
22.040001,22.040001
22,22
21.799999,21.799999
22,22
21.799999,21.799999
21.799999,21.799999
21.799999,21.799999
21.200001,21.200001
21.799999,21.799999
23,23
22.6,22.6
22.799999,22.799999
23.200001,23.200001
23.200001,23.200001
23,23
23.200001,23.200001
23,23
23.6,23.6
23.6,23.6
23.200001,23.200001
23.200001,22.799999
23.4,23.4
22.799999,22.799999
21.799999,22
21.6,21.6
21.4,21.4
22.200001,22.200001
22.799999,22.799999
23,23
22.4,22.4
22.4,22.4
23.4,23.4
23,23
22.4,22.4
22.799999,22.799999
22.4,22.4
22.6,22.6
21.799999,21.799999
21.6,21.6
21.6,21.6
21.799999,21.799999
21.799999,21.799999
21.799999,21.799999
21.4,21.4
21.200001,21.200001
21.4,21.4
21,21
20.799999,20.799999
20.799999,20.799999
20.6,20.6
20.799999,20.799999
21,21
20.799999,20.799999
20.799999,20.6
21.200001,21.200001
21.799999,21.799999
22.200001,22.200001
22.200001,22.200001
21.6,21.6
21.6,21.6
21.6,21.6
21.6,21.6
21.4,21.4
21.200001,21.200001
21.4,21.4
20.799999,20.799999
21.200001,21.200001
20.4,20.4
20.799999,20.799999
21.4,21.4
21,21
22.200001,22.200001
22,22
21.6,21.6
21.200001,21.200001
20.799999,20.799999
20.200001,20.200001
20.799999,20.799999
20,20
20.200001,20.200001
20,20
19.5,19.5
19.700001,19.700001
19.4,19.4
19.700001,19.700001
19.1,19.1
19,19
19.700001,19.700001
20.6,20.6
20.6,20.6
20.799999,20.799999
20.6,20.6
20.799999,20.799999
20.799999,20.799999
20.799999,20.799999
21,21
21,21
21,21
20.6,20.6
20.799999,20.799999
20.4,20.4
19.700001,19.700001
19.6,19.6
19.9,19.9
19.1,19.1
19.700001,19.700001
19.299999,19.299999
19.299999,19.299999
19.4,19.4
18.700001,18.700001
17.9,17.9
17.6,17.6
17.1,17.1
16.299999,16.299999
14.5,14.5
13.4,13.4
12.8,12.8
13,13
12.1,12.1
12.3,12.3
13.1,13.1
14.5,14.5
16.200001,16.200001
15.3,15.3
15.2,15.2
15.7,15.7
15.9,15.9
15.3,15.3
15.8,15.8
15.6,15.6
16.299999,16.299999
16.299999,16.299999
16.299999,16.299999
16,16
15.4,15.4
14.7,14.7
14.6,14.6
15.5,15.5
15.5,15.5
15,15
14.4,14.4
15.1,15.1
15,15
15.3,15.3
14.9,15.5
15,15
15.5,15.5
14.5,14.5
14.8,14.8
14.9,14.9
15.1,15.1
15.5,15.5
15.7,15.7
15.7,15.7
15.3,15.3
15.2,15.2
15.1,15.1
15.6,15.6
15.6,15.6
15.4,15.4
15.7,15.7
15.2,15.2
15.5,15.5
15.7,15.7
16.200001,16.200001
16.5,16.5
16.5,16.5
16.4,16.4
16.6,16.6
16.6,17.1
16.4,16.4
17,17
17,17.6
16.9,16.9
16.200001,16.200001
15.9,15.9
15,15
16.1,16.1
16,16
15.5,15.5
15.7,15.7
15.7,15.7
15.5,15.5
15.8,15.8
15,15
15.4,15.4
14.6,14.6
15,15
14.7,14.7
14.4,14.4
14.1,14.1
14.4,14.4
14.2,14.2
14.2,14.2
17.5,18.1
18.799999,18.799999
18.799999,19.299999
18.700001,18.700001
19.200001,19.200001
19.5,19.5
19.200001,19.200001
null,null
19.1,19.1
18.799999,18.799999
18.6,18.6
18.700001,18.700001
18.700001,18.700001
18.6,18.6
18.5,18.5
18.5,18.5
18.6,18.6
18.6,18.6
18.5,18.5
18.200001,18.200001
18.1,18.1
18.200001,18.200001
18.200001,18.200001
18.299999,18.299999
18.200001,18.200001
17.9,17.9
17.9,17.9
17.9,17.9
18,18
17.9,17.9
17.9,17.9
17.700001,17.700001
17.700001,17.700001
18,18
18,18
18,18
18.1,18.1
18.299999,18.299999
18.299999,18.299999
18.299999,18.299999
18.4,18.4
18.4,18.4
18.5,18.5
18.6,18.6
18.6,18.6
18.299999,18.299999
18.4,18.4
18.4,18.4
18.200001,18.200001
18.4,18.4
18.6,18.700001
null,null
18.4,18.4
18.4,18.4
18.700001,18.700001
18.6,18.6
18.6,18.6
18.700001,18.700001
18.6,18.6
18.6,18.6
18.5,18.5
18.6,18.6
18.4,18.4
18.299999,18.299999
18.4,18.4
18.299999,18.299999
18.200001,18.200001
18.1,18.1
18.200001,18.200001
18.4,18.4
18.4,18.4
18.4,18.4
18.299999,18.299999
18.200001,18.200001
18.1,18.1
18.200001,18.200001
18.200001,18.200001
18.1,18.1
18.1,18.1
18.299999,18.299999
18.299999,18.299999
18.4,18.4
18.4,18.4
18.4,18.4
18.4,18.4
18.299999,18.299999
18.299999,18.299999
18.200001,18.200001
18,18
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
