Datum;Eroeffnung;Hoch;Tief;Schluss;Volumen
  30.08.2019;259,76;259,76;259,76;259,76;0
  03.09.2019;258,42;258,42;258,42;258,42;0
  04.09.2019;260,60;260,60;260,60;260,60;0
  05.09.2019;263,90;263,90;263,90;263,90;0
  06.09.2019;264,89;264,89;264,89;264,89;0
  09.09.2019;266,18;266,18;266,18;266,18;0
  10.09.2019;266,24;266,24;266,24;266,24;0
  11.09.2019;269,21;269,21;269,21;269,21;0
  12.09.2019;270,14;270,14;270,14;270,14;0
  13.09.2019;271,91;271,91;271,91;271,91;0
  16.09.2019;271,46;271,46;271,46;271,46;0
  17.09.2019;270,95;270,95;270,95;270,95;0
  18.09.2019;270,68;270,68;270,68;270,68;0
  19.09.2019;270,63;270,63;270,63;270,63;0
  20.09.2019;271,43;271,43;271,43;271,43;0
  23.09.2019;270,80;270,80;270,80;270,80;0
  24.09.2019;270,86;270,86;270,86;270,86;0
  25.09.2019;269,58;269,58;269,58;269,58;0
  26.09.2019;269,91;269,91;269,91;269,91;0
  27.09.2019;268,83;268,83;268,83;268,83;0
  30.09.2019;268,00;268,00;268,00;268,00;0
  01.10.2019;269,16;269,16;269,16;269,16;0
  02.10.2019;267,43;267,43;267,43;267,43;0
  03.10.2019;265,24;265,24;265,24;265,24;0
  04.10.2019;265,27;265,27;265,27;265,27;0
  07.10.2019;265,34;265,34;265,34;265,34;0
  08.10.2019;266,57;266,57;266,57;266,57;0
  09.10.2019;265,55;265,55;265,55;265,55;0
  10.10.2019;265,80;265,80;265,80;265,80;0
  11.10.2019;269,02;269,02;269,02;269,02;0
  14.10.2019;270,24;270,24;270,24;270,24;0
  15.10.2019;272,30;272,30;272,30;272,30;0
  16.10.2019;274,32;274,32;274,32;274,32;0
  17.10.2019;274,01;274,01;274,01;274,01;0
  18.10.2019;272,75;272,75;272,75;272,75;0
  21.10.2019;273,56;273,56;273,56;273,56;0
  22.10.2019;273,90;273,90;273,90;273,90;0
  23.10.2019;273,87;273,87;273,87;273,87;0
  24.10.2019;275,25;275,25;275,25;275,25;0
  25.10.2019;275,57;275,57;275,57;275,57;0
  28.10.2019;276,62;276,62;276,62;276,62;0
  29.10.2019;277,67;277,67;277,67;277,67;0
  30.10.2019;277,42;277,42;277,42;277,42;0
  31.10.2019;277,81;277,81;277,81;277,81;0
  01.11.2019;278,64;278,64;278,64;278,64;0
  04.11.2019;280,85;280,85;280,85;280,85;0
  05.11.2019;283,60;283,60;283,60;283,60;0
  06.11.2019;283,45;283,45;283,45;283,45;0
  07.11.2019;284,65;284,65;284,65;284,65;0
  08.11.2019;284,12;284,12;284,12;284,12;0
  11.11.2019;282,36;282,36;282,36;282,36;0
  12.11.2019;283,55;283,55;283,55;283,55;0
  13.11.2019;281,07;281,07;281,07;281,07;0
  14.11.2019;279,82;279,82;279,82;279,82;0
  15.11.2019;281,31;281,31;281,31;281,31;0
  18.11.2019;282,39;282,39;282,39;282,39;0
  19.11.2019;283,25;283,25;283,25;283,25;0
  20.11.2019;281,52;281,52;281,52;281,52;0
  21.11.2019;279,82;279,82;279,82;279,82;0
  22.11.2019;280,62;280,62;280,62;280,62;0
  25.11.2019;282,81;282,81;282,81;282,81;0
  26.11.2019;283,18;283,18;283,18;283,18;0
  27.11.2019;284,53;284,53;284,53;284,53;0
  29.11.2019;281,52;281,52;281,52;281,52;0
  02.12.2019;282,71;282,71;282,71;282,71;0
  03.12.2019;281,32;281,32;281,32;281,32;0
  04.12.2019;279,68;279,68;279,68;279,68;0
  05.12.2019;281,50;281,50;281,50;281,50;0
  06.12.2019;282,51;282,51;282,51;282,51;0
  09.12.2019;283,13;283,13;283,13;283,13;0
  10.12.2019;282,70;282,70;282,70;282,70;0
  11.12.2019;283,57;283,57;283,57;283,57;0
  12.12.2019;284,79;284,79;284,79;284,79;0
  13.12.2019;289,06;289,06;289,06;289,06;0
  16.12.2019;289,06;289,06;289,06;289,06;0
  17.12.2019;291,54;291,54;291,54;291,54;0
  18.12.2019;291,55;291,55;291,55;291,55;0
  19.12.2019;290,91;290,91;290,91;290,91;0
  20.12.2019;290,77;290,77;290,77;290,77;0
  23.12.2019;290,83;290,83;290,83;290,83;0
  24.12.2019;290,40;290,40;290,40;290,40;0
  26.12.2019;290,89;290,89;290,89;290,89;0
  27.12.2019;292,55;292,55;292,55;292,55;0
  30.12.2019;291,69;291,69;291,69;291,69;0
  31.12.2019;290,53;290,53;290,53;290,53;0
 
