Datum;Eroeffnung;Hoch;Tief;Schluss;Volumen
  01.02.2019;3.162,46;3.171,95;3.143,50;3.171,12;465.812.755
  04.02.2019;3.170,30;3.174,23;3.143,87;3.165,20;341.407.993
  05.02.2019;3.165,84;3.215,04;3.162,78;3.215,04;517.382.566
  06.02.2019;3.208,43;3.216,13;3.199,03;3.212,75;409.284.254
  07.02.2019;3.204,93;3.208,67;3.150,76;3.150,76;468.747.075
  08.02.2019;3.151,17;3.161,14;3.124,62;3.135,62;394.401.610
  11.02.2019;3.142,84;3.173,39;3.142,84;3.165,61;339.634.531
  12.02.2019;3.176,76;3.200,50;3.176,76;3.190,75;355.825.371
  13.02.2019;3.194,73;3.214,22;3.192,03;3.202,37;350.780.647
  14.02.2019;3.212,95;3.228,11;3.182,66;3.182,66;390.232.400
  15.02.2019;3.179,38;3.247,34;3.175,71;3.241,25;546.398.717
  18.02.2019;3.239,10;3.248,14;3.235,57;3.244,79;288.673.740
  19.02.2019;3.242,79;3.251,22;3.223,40;3.239,41;321.094.794
  20.02.2019;3.241,70;3.264,71;3.236,74;3.259,49;307.332.251
  21.02.2019;3.261,74;3.270,07;3.254,57;3.263,70;345.453.161
  22.02.2019;3.263,49;3.281,78;3.259,74;3.270,55;273.201.141
  25.02.2019;3.275,02;3.289,48;3.275,02;3.280,01;342.874.123
  26.02.2019;3.275,14;3.293,76;3.261,03;3.289,32;352.662.361
  27.02.2019;3.283,57;3.287,47;3.269,98;3.282,77;433.231.280
  28.02.2019;3.271,14;3.301,02;3.268,95;3.298,26;525.936.424
  01.03.2019;3.306,59;3.330,48;3.306,59;3.312,10;390.631.645
  04.03.2019;3.318,10;3.329,65;3.315,63;3.317,12;288.458.313
  05.03.2019;3.316,96;3.330,72;3.308,64;3.327,19;347.228.585
  06.03.2019;3.322,96;3.340,67;3.317,98;3.324,67;346.358.714
  07.03.2019;3.321,18;3.337,66;3.293,34;3.308,85;577.928.944
  08.03.2019;3.299,85;3.299,85;3.273,68;3.283,60;465.921.383
  11.03.2019;3.290,76;3.306,64;3.284,68;3.304,44;302.760.903
  12.03.2019;3.312,32;3.320,24;3.291,91;3.303,95;316.608.489
  13.03.2019;3.301,81;3.327,35;3.300,17;3.323,45;334.102.022
  14.03.2019;3.322,92;3.349,85;3.322,92;3.342,03;383.775.570
  15.03.2019;3.345,06;3.394,32;3.345,06;3.386,08;940.419.346
  18.03.2019;3.385,46;3.392,63;3.380,65;3.387,94;370.935.307
  19.03.2019;3.389,81;3.422,34;3.386,26;3.409,00;350.189.820
  20.03.2019;3.404,10;3.406,12;3.372,38;3.372,38;339.659.757
  21.03.2019;3.372,36;3.376,21;3.348,95;3.367,40;353.911.667
  22.03.2019;3.371,68;3.377,93;3.301,60;3.305,73;595.583.525
  25.03.2019;3.297,41;3.313,43;3.281,97;3.300,48;348.766.173
  26.03.2019;3.302,13;3.326,35;3.293,68;3.319,53;327.295.916
  27.03.2019;3.322,64;3.344,67;3.302,80;3.322,04;460.597.621
  28.03.2019;3.321,34;3.337,56;3.315,91;3.320,29;321.017.966
  29.03.2019;3.326,45;3.354,30;3.326,45;3.351,71;369.596.678
  01.04.2019;3.353,67;3.390,98;3.353,67;3.385,38;393.065.450
  02.04.2019;3.386,18;3.402,77;3.382,84;3.395,70;296.739.129
  03.04.2019;3.399,93;3.435,90;3.399,93;3.435,56;378.167.958
  04.04.2019;3.434,34;3.449,44;3.425,19;3.441,93;341.168.016
  05.04.2019;3.445,05;3.453,02;3.437,92;3.447,47;320.452.995
  08.04.2019;3.446,15;3.447,11;3.433,47;3.438,06;259.682.472
  09.04.2019;3.437,07;3.450,69;3.416,67;3.417,22;307.776.946
  10.04.2019;3.418,36;3.435,32;3.418,36;3.424,65;301.318.070
  11.04.2019;3.430,73;3.442,25;3.412,15;3.435,34;379.917.858
  12.04.2019;3.432,16;3.454,77;3.425,84;3.447,83;469.736.715
  15.04.2019;3.448,91;3.456,54;3.443,56;3.450,46;338.543.751
  16.04.2019;3.450,75;3.465,98;3.450,75;3.463,36;371.611.948
  17.04.2019;3.466,89;3.486,76;3.459,81;3.477,73;410.782.511
  18.04.2019;3.477,67;3.506,82;3.464,64;3.499,23;473.683.402
  23.04.2019;3.494,40;3.506,68;3.487,17;3.503,85;330.620.414
  24.04.2019;3.500,56;3.515,15;3.491,89;3.502,63;416.788.311
  25.04.2019;3.495,41;3.496,40;3.476,28;3.491,92;360.153.342
  26.04.2019;3.492,06;3.503,46;3.484,13;3.500,41;318.816.566
  29.04.2019;3.494,47;3.508,76;3.481,08;3.501,94;330.504.929
  30.04.2019;3.499,71;3.514,62;3.488,10;3.514,62;404.019.976
  01.05.2019;3.514,62;3.514,62;3.514,62;3.514,62;0
  02.05.2019;3.505,77;3.511,43;3.487,75;3.488,93;394.807.725
  03.05.2019;3.489,48;3.510,04;3.486,72;3.502,48;279.995.036
  06.05.2019;3.487,54;3.487,54;3.423,33;3.462,95;339.226.495
  07.05.2019;3.460,56;3.467,64;3.396,90;3.401,16;484.439.563
  08.05.2019;3.400,19;3.423,96;3.389,07;3.417,26;417.201.546
  09.05.2019;3.401,99;3.401,99;3.346,45;3.350,71;433.789.044
  10.05.2019;3.353,68;3.386,22;3.349,84;3.361,05;369.752.099
  13.05.2019;3.362,52;3.365,51;3.311,17;3.320,78;406.762.667
  14.05.2019;3.324,85;3.364,38;3.324,85;3.364,38;372.884.259
  15.05.2019;3.364,88;3.385,78;3.332,68;3.385,78;455.552.164
  16.05.2019;3.379,70;3.438,56;3.365,49;3.438,56;441.873.233
  17.05.2019;3.433,69;3.436,45;3.402,56;3.425,64;508.396.031
  20.05.2019;3.417,12;3.426,87;3.360,26;3.369,78;535.052.472
  21.05.2019;3.371,26;3.395,91;3.370,38;3.386,51;385.902.716
  22.05.2019;3.384,92;3.396,87;3.359,60;3.386,72;371.881.731
  23.05.2019;3.378,48;3.378,48;3.323,70;3.327,20;467.527.902
  24.05.2019;3.330,99;3.365,58;3.330,99;3.350,70;362.855.252
  27.05.2019;3.350,60;3.380,85;3.350,60;3.364,04;201.627.817
  28.05.2019;3.364,23;3.369,91;3.337,77;3.348,86;539.689.572
  29.05.2019;3.337,38;3.337,38;3.288,52;3.297,81;396.386.628
  30.05.2019;3.301,51;3.323,72;3.301,51;3.318,15;274.616.719
  31.05.2019;3.312,41;3.312,41;3.258,04;3.280,43;507.790.351
  03.06.2019;3.274,97;3.300,22;3.248,54;3.300,22;359.553.642
  04.06.2019;3.293,63;3.338,08;3.275,20;3.333,49;438.058.792
  05.06.2019;3.334,40;3.355,69;3.326,93;3.339,95;342.620.976
  06.06.2019;3.341,29;3.370,80;3.326,90;3.338,41;427.829.740
  07.06.2019;3.341,33;3.391,05;3.341,33;3.378,38;329.562.996
  10.06.2019;3.381,52;3.391,37;3.379,67;3.386,45;231.078.858
  11.06.2019;3.386,73;3.418,18;3.386,73;3.401,10;325.114.385
  12.06.2019;3.398,58;3.398,58;3.376,45;3.386,63;310.333.265
  13.06.2019;3.384,32;3.401,72;3.373,68;3.390,50;290.433.895
  14.06.2019;3.388,78;3.388,78;3.363,07;3.379,19;271.735.357
  17.06.2019;3.382,45;3.393,89;3.375,80;3.383,21;249.076.089
  18.06.2019;3.381,50;3.458,91;3.366,87;3.452,89;513.292.710
  19.06.2019;3.454,52;3.457,37;3.444,12;3.454,70;388.186.760
  20.06.2019;3.460,10;3.487,00;3.460,10;3.468,08;509.380.843
  21.06.2019;3.468,73;3.496,79;3.459,04;3.466,92;818.512.213
  24.06.2019;3.466,38;3.473,75;3.449,19;3.455,57;287.083.874
  25.06.2019;3.454,31;3.454,31;3.440,06;3.444,36;281.424.710
  26.06.2019;3.444,28;3.460,16;3.434,33;3.442,95;326.911.563
  27.06.2019;3.444,36;3.454,21;3.424,68;3.442,38;328.753.346
  28.06.2019;3.442,39;3.476,93;3.442,39;3.473,69;351.535.731
  01.07.2019;3.476,08;3.519,98;3.476,08;3.497,59;312.828.582
  02.07.2019;3.498,93;3.511,13;3.491,44;3.507,98;293.342.992
  03.07.2019;3.507,70;3.540,63;3.507,70;3.540,63;428.569.816
  04.07.2019;3.541,85;3.549,26;3.537,35;3.544,15;376.946.021
  05.07.2019;3.542,23;3.544,02;3.514,25;3.527,98;328.341.072
  08.07.2019;3.525,21;3.531,47;3.514,41;3.523,76;276.890.629
  09.07.2019;3.522,27;3.522,27;3.492,18;3.509,75;310.272.548
  10.07.2019;3.508,54;3.523,60;3.497,74;3.501,52;322.121.052
  11.07.2019;3.506,33;3.515,77;3.493,77;3.496,73;280.104.821
  12.07.2019;3.497,02;3.505,79;3.492,18;3.497,63;274.204.412
  15.07.2019;3.497,99;3.517,84;3.483,17;3.502,22;243.903.298
  16.07.2019;3.500,89;3.530,11;3.498,34;3.521,36;296.400.990
  17.07.2019;3.520,74;3.529,45;3.497,25;3.501,58;288.877.204
  18.07.2019;3.497,40;3.500,82;3.467,25;3.482,83;332.751.196
  19.07.2019;3.488,68;3.514,33;3.470,40;3.480,18;426.658.919
  22.07.2019;3.478,77;3.498,69;3.476,43;3.489,92;285.420.308
  23.07.2019;3.496,86;3.544,34;3.496,86;3.532,87;329.695.159
  24.07.2019;3.533,30;3.537,71;3.520,84;3.532,90;284.948.857
  25.07.2019;3.538,27;3.573,57;3.491,77;3.510,15;517.180.391
  26.07.2019;3.511,16;3.526,99;3.506,49;3.524,47;315.653.332
  29.07.2019;3.522,36;3.539,94;3.517,12;3.523,58;246.161.706
  30.07.2019;3.523,97;3.526,53;3.455,13;3.462,85;457.032.017
  31.07.2019;3.464,69;3.477,35;3.458,11;3.466,85;376.819.356
  01.08.2019;3.458,01;3.491,16;3.451,60;3.490,03;387.131.787
  02.08.2019;3.473,00;3.473,00;3.368,66;3.376,12;561.876.455
  05.08.2019;3.365,49;3.365,49;3.302,30;3.310,93;468.689.740
  06.08.2019;3.310,08;3.337,54;3.291,66;3.291,66;375.686.037
  07.08.2019;3.301,31;3.339,07;3.283,13;3.309,99;435.409.236
  08.08.2019;3.323,77;3.375,38;3.323,77;3.375,38;367.826.800
  09.08.2019;3.366,29;3.367,43;3.326,73;3.333,74;462.083.660
  12.08.2019;3.340,82;3.370,63;3.318,66;3.326,55;318.353.655
  13.08.2019;3.324,36;3.380,81;3.298,32;3.357,16;449.988.013
  14.08.2019;3.358,12;3.358,73;3.276,01;3.288,70;452.219.124
  15.08.2019;3.294,50;3.306,88;3.239,20;3.282,78;433.720.181
  16.08.2019;3.286,54;3.333,44;3.286,54;3.329,08;598.627.296
  19.08.2019;3.332,93;3.377,76;3.332,93;3.369,19;345.695.954
  20.08.2019;3.368,21;3.379,96;3.341,23;3.350,23;295.407.988
  21.08.2019;3.353,66;3.400,06;3.353,66;3.394,89;276.604.737
  22.08.2019;3.390,05;3.405,35;3.366,44;3.373,67;319.686.194
  23.08.2019;3.382,31;3.394,21;3.334,25;3.334,25;353.727.914
  26.08.2019;3.329,73;3.360,93;3.318,33;3.348,84;267.252.154
  27.08.2019;3.348,84;3.380,88;3.334,49;3.370,47;366.000.649
  28.08.2019;3.363,51;3.368,23;3.334,07;3.365,38;373.158.415
  29.08.2019;3.362,12;3.415,36;3.356,68;3.411,33;426.457.733
  30.08.2019;3.412,45;3.443,08;3.412,11;3.426,76;391.464.114
  02.09.2019;3.426,24;3.442,71;3.426,24;3.432,54;199.591.877
  03.09.2019;3.432,22;3.432,22;3.406,55;3.420,74;283.317.892
  04.09.2019;3.424,98;3.461,06;3.424,98;3.450,83;360.084.237
  05.09.2019;3.453,99;3.488,48;3.453,99;3.484,70;401.001.769
  06.09.2019;3.484,86;3.495,87;3.479,62;3.495,19;352.702.256
  09.09.2019;3.495,85;3.503,05;3.486,75;3.495,02;346.086.276
  10.09.2019;3.493,80;3.501,68;3.479,58;3.498,99;462.341.509
  11.09.2019;3.502,24;3.520,95;3.502,24;3.516,82;440.546.278
  12.09.2019;3.522,04;3.555,10;3.512,59;3.538,86;506.230.768
  13.09.2019;3.539,93;3.555,85;3.534,38;3.550,11;445.300.089
  16.09.2019;3.540,47;3.540,47;3.518,45;3.518,45;389.451.537
  17.09.2019;3.517,57;3.527,00;3.506,36;3.521,26;385.954.722
  18.09.2019;3.520,88;3.536,65;3.518,01;3.528,04;318.201.999
  19.09.2019;3.527,50;3.554,87;3.524,37;3.552,65;346.093.539
  20.09.2019;3.552,73;3.578,04;3.546,30;3.571,39;813.965.728
  23.09.2019;3.565,96;3.565,96;3.526,26;3.536,97;348.746.122
  24.09.2019;3.542,53;3.547,98;3.531,65;3.532,05;312.147.228
  25.09.2019;3.526,84;3.526,84;3.480,28;3.513,03;353.092.685
  26.09.2019;3.509,80;3.538,16;3.506,05;3.532,18;306.741.040
  27.09.2019;3.534,47;3.553,25;3.534,47;3.545,88;280.552.248
  30.09.2019;3.545,07;3.570,15;3.536,91;3.569,45;346.270.019
  01.10.2019;3.573,08;3.588,68;3.518,25;3.518,25;353.031.523
  02.10.2019;3.516,88;3.516,88;3.413,31;3.413,31;460.011.796
  03.10.2019;3.414,14;3.431,24;3.398,64;3.417,37;365.145.846
  04.10.2019;3.423,75;3.446,71;3.406,44;3.446,71;319.933.620
  07.10.2019;3.442,14;3.471,88;3.433,87;3.471,24;246.999.149
  08.10.2019;3.473,24;3.476,46;3.426,82;3.432,76;289.486.150
  09.10.2019;3.433,17;3.473,92;3.427,77;3.462,11;252.331.887
  10.10.2019;3.469,99;3.501,19;3.445,44;3.493,96;357.062.283
  11.10.2019;3.494,78;3.569,92;3.490,52;3.569,92;475.775.247
  14.10.2019;3.565,38;3.565,38;3.531,23;3.556,26;257.758.257
  15.10.2019;3.562,39;3.610,31;3.562,39;3.598,65;426.798.743
  16.10.2019;3.600,76;3.610,44;3.588,09;3.599,25;466.925.718
  17.10.2019;3.595,73;3.630,43;3.588,62;3.588,62;436.317.237
  18.10.2019;3.587,40;3.596,71;3.571,01;3.579,41;345.391.333
  21.10.2019;3.583,37;3.608,95;3.578,81;3.600,08;344.816.387
  22.10.2019;3.600,94;3.609,34;3.586,64;3.604,82;321.151.664
  23.10.2019;3.595,78;3.608,63;3.585,76;3.606,89;362.256.080
  24.10.2019;3.611,62;3.626,88;3.607,84;3.621,37;514.362.176
  25.10.2019;3.622,79;3.631,04;3.604,40;3.624,68;319.225.803
  28.10.2019;3.623,84;3.637,94;3.614,83;3.625,69;312.232.044
  29.10.2019;3.625,53;3.625,99;3.611,77;3.622,09;345.630.254
  30.10.2019;3.616,25;3.624,53;3.596,30;3.620,29;425.483.973
  31.10.2019;3.625,36;3.631,87;3.593,60;3.604,41;445.785.594
  01.11.2019;3.610,22;3.633,64;3.607,68;3.623,74;277.961.125
  04.11.2019;3.631,45;3.671,81;3.631,45;3.665,21;417.811.482
  05.11.2019;3.666,54;3.678,63;3.661,21;3.676,52;479.546.255
  06.11.2019;3.675,43;3.692,20;3.671,24;3.688,74;421.374.427
  07.11.2019;3.694,97;3.708,65;3.694,97;3.706,68;445.129.764
  08.11.2019;3.703,35;3.706,91;3.687,99;3.699,65;419.981.980
  11.11.2019;3.696,97;3.702,78;3.683,33;3.696,82;315.675.534
  12.11.2019;3.700,49;3.719,40;3.700,11;3.712,20;349.659.283
  13.11.2019;3.710,74;3.710,74;3.679,63;3.699,50;394.473.365
  14.11.2019;3.699,73;3.702,94;3.687,27;3.688,81;315.591.244
  15.11.2019;3.698,06;3.713,26;3.690,06;3.711,61;330.722.219
  18.11.2019;3.711,18;3.716,79;3.687,30;3.704,92;297.127.362
  19.11.2019;3.704,88;3.733,45;3.688,59;3.696,56;298.009.742
  20.11.2019;3.688,86;3.688,86;3.663,21;3.683,88;306.891.498
  21.11.2019;3.675,75;3.688,37;3.651,51;3.679,66;301.102.984
  22.11.2019;3.682,22;3.709,88;3.682,22;3.687,32;316.786.161
  25.11.2019;3.697,49;3.710,87;3.697,49;3.707,68;217.728.703
  26.11.2019;3.708,43;3.711,75;3.694,70;3.705,55;425.739.158
  27.11.2019;3.708,71;3.721,76;3.704,49;3.712,85;274.969.707
  28.11.2019;3.707,05;3.708,16;3.698,22;3.704,48;208.473.635
  29.11.2019;3.699,34;3.719,83;3.686,94;3.703,58;287.374.549
  02.12.2019;3.703,76;3.729,74;3.623,12;3.626,66;440.319.525
  03.12.2019;3.635,15;3.647,52;3.594,80;3.610,99;376.009.979
  04.12.2019;3.611,95;3.665,90;3.611,95;3.660,02;320.985.963
  05.12.2019;3.663,00;3.683,07;3.648,13;3.648,13;253.154.436
  06.12.2019;3.653,23;3.692,71;3.653,23;3.692,34;290.390.579
  09.12.2019;3.691,86;3.691,86;3.671,07;3.672,18;264.328.083
  10.12.2019;3.671,97;3.675,88;3.625,00;3.671,78;285.428.032
  11.12.2019;3.667,45;3.692,11;3.659,53;3.687,45;265.755.842
  12.12.2019;3.689,67;3.723,60;3.675,63;3.706,35;403.659.750
  13.12.2019;3.720,65;3.765,70;3.720,65;3.731,07;491.615.861
  16.12.2019;3.738,91;3.778,47;3.738,91;3.772,74;299.954.691
  17.12.2019;3.769,14;3.769,14;3.742,62;3.745,28;372.172.318
  18.12.2019;3.744,00;3.755,81;3.739,00;3.739,00;334.494.814
  19.12.2019;3.741,53;3.747,34;3.722,57;3.739,17;355.966.714
  20.12.2019;3.740,71;3.776,56;3.738,22;3.776,56;847.915.052
  23.12.2019;3.775,07;3.778,98;3.767,80;3.776,66;230.433.816
  24.12.2019;3.774,13;3.774,66;3.770,91;3.774,39;154.136.186
  27.12.2019;3.776,82;3.794,93;3.775,26;3.782,27;244.318.760
  30.12.2019;3.780,44;3.780,44;3.748,47;3.748,47;186.792.536
  31.12.2019;3.746,61;3.749,10;3.738,45;3.745,15;153.428.514
 
